,stop_id,name,lat,lon
381,1369,Opposite 44 Milner Ave,43.7849399,-79.2537199
382,1099,Gerrard St East At Marjory Ave,43.6688599,-79.33745
383,3295,Attwell Dr At Carlingview Dr,43.70323,-79.6031299
384,8650,Wellesworth Dr At Faversham Cres North Side,43.6587899,-79.5793899
385,2405,Eglinton Ave West At Russell Rd,43.6812299,-79.53262
386,5900,Oakwood Ave At Earlsdale Ave,43.6850999,-79.438
387,11074,263 Carrier Dr,43.7508799,-79.61425
388,14443,5910 Finch Ave East,43.81708,-79.2240799
389,16055,Weston Rd At Little Ave,43.7010099,-79.5196399
390,6181,The Westway At Brampton Rd West Side,43.6847499,-79.5613
391,8545,Warden Ave At Canadian Rd,43.7585999,-79.30025
392,0315,Bayview Ave At Ruddington Dr,43.7878899,-79.3925899
393,2240,Eglinton Ave East At Bayview Ave East Side,43.7111099,-79.37637
394,7333,Sherbourne St At Wellesley St East,43.66726,-79.37483
395,6245,Bannatyne Dr At Leslie St West Side,43.7586499,-79.36194
396,14810,York Mills Station,43.7452599,-79.40658
397,5128,Aukland Rd At Dundas St West North Side,43.63877,-79.53855
398,10661,South Kingsway At Ripley Ave,43.6366999,-79.4750199
399,6527,Toronto Zoo,43.8196099,-79.17988
400,5626,Martin Grove Rd At Longbourne Dr,43.6809399,-79.56623
401,0923,Danforth Ave At Warden Ave,43.69421,-79.2739799
402,14938,St Clair Ave West At Old Weston Rd West Side,43.67343,-79.4635799
403,0200,Bathurst St At Sheppard Ave West,43.7556399,-79.4386699
404,4689,Victoria Park Ave At Danforth Ave,43.6910799,-79.2881799
405,3296,452 Attwell Dr,43.70414,-79.6095299
406,4888,Church St At Weston Rd,43.70314,-79.5254099
407,9740,Barber Greene Rd At Don Mills Rd West Side,43.7276,-79.3415599
408,5746,Midland Ave At Stansbury Cres,43.7424299,-79.2613299
409,1644,The West Mall Cres At The West Mall,43.62709,-79.55967
